fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.0946843066681415,0.27686049266615054,0.4347841239986729,1.4159470799955762,0.0365747445334513,4.053156933318587,62.42026460002212,0.9915632892333296,3.145747445334513,0.4678737226672565,10.873421533340707,5
6.519175251365267,0.3200374885743061,0.23188003656222064,17.242474245904198,0.06241349588675018,35.800749771486124,161.0,0.9986417244744181,3.14,0.5199625114256939,9.158650411324983,5
6.618961707945634,0.271053428219202,0.33084274257536156,1.395786287123192,0.042126411386304234,23.95786287123192,183.02106856438405,0.9921847631312336,3.285786287123192,0.45936794306847883,10.670504009862345,5
6.567957771891314,0.3051936657836971,0.48359155437826284,7.844190026489087,0.05112147798380401,51.19894429728285,220.4806334216303,0.9964224295596761,3.1264084456217374,0.4596126684326058,8.84806334216303,5
6.586699376001152,0.26866993760011526,0.3313300623998848,1.4,0.04173398752002305,24.133006239988475,183.13300623998848,0.9921513300623999,3.29,0.46,10.7,5
6.2,0.33,0.14,4.8,0.052,27.0,128.0,0.99475,3.21,0.48,9.4,5
7.0896554809481325,0.25482729309927454,0.20310380309035186,2.4241342286224157,0.03637928411940877,16.55172259525934,63.0,0.9937,3.1713798657066374,0.3944827740474066,9.513794183318462,5
6.4,0.2577721994830313,0.47207225795523655,10.559056887422452,0.04522278005169687,59.23833430787009,211.50777712808662,0.9961303061565199,3.215544398966063,0.5344556010339374,9.477721994830313,5
7.425441660429167,0.4084275590337202,0.3484275590337202,10.451060129294941,0.1444858625383184,22.392226199386904,209.01943450153274,0.9974364133855058,3.037650178972411,0.6282332140183928,9.57844523987738,5
6.888984241787933,0.26066094549272406,0.3737331878056122,1.5494492120893966,0.05502203151642414,16.011015758212068,142.4834763626819,0.9923428397571622,3.2004406303284827,0.41439413329833624,10.601101575821206,5
6.0,0.16,0.3,6.7,0.043,43.0,153.0,0.9951,3.63,0.46,10.6,5
6.998218626231142,0.3292874504924571,0.5342915016415236,10.567854249179238,0.055517408622781914,48.321457508207615,154.66072875410381,0.9972285830032831,3.122680162951419,0.41964372524622856,8.801781373768856,5
6.227777407105401,0.32166677786838,0.23819426837506508,3.0791636086195506,0.15474981651717307,60.5694435177635,173.138887035527,0.9932241632750144,3.09416661106581,0.49722225928945996,9.9166677786838,5
6.08874604825135,0.271125395174865,0.25,1.8,0.0411125395174865,8.887460482513504,108.8874604825135,0.9929,3.08,0.541125395174865,9.0,5
6.6,0.25,0.36,8.1,0.045,54.0,180.0,0.9958,3.08,0.42,9.2,5
6.655837380737898,0.2664975715572608,0.6618276669669418,3.706601908193621,0.047421298784858346,36.27918690368949,159.2791869036895,0.9939857888118832,3.254669904590319,0.45,10.235024284427393,5
6.683188980414743,0.22504330587557708,0.24362795228494666,5.392027548963142,0.09474173018433363,72.55748026113676,203.22125986943163,0.9944336220391705,3.241681101958526,0.6685846464093695,10.002657483678952,5
6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,3.19,0.7,10.4,5
7.59680259782302,0.1880959220653094,0.259680259782302,1.560319740217698,0.04638081558693812,17.0,101.0,0.9944282701555457,3.2787354025007054,0.549840129891151,9.80159870108849,5
6.9,0.43,0.28,9.4,0.056,29.0,183.0,0.99594,3.17,0.43,9.4,5
8.536503841543286,0.23560260221676882,0.2548555885878663,11.367231226601227,0.034025405197055145,13.037350681445126,95.92529863710975,0.9965049055017243,3.106638438669939,0.40298805451561004,10.7402389096878,5
6.70562152140318,0.36832604237122746,0.2911118054884545,2.3221736158081825,0.12977388926465463,14.888819451154546,92.88881945115455,0.9933399875012079,3.1583197929751368,0.5872142368827729,9.533354164653636,5
6.314108184877771,0.2915350890733372,0.19987572941443996,7.770540924388857,0.04970540924388857,47.0,183.71783630244457,0.9951738596437066,3.2058918151222286,0.48282163697555425,9.5,5
7.5,0.28,0.41,1.3,0.044,11.0,126.0,0.99293,3.28,0.45,10.3,5
7.00280298166796,0.23028029816679602,0.36464139144504804,17.91339652138738,0.0447040397555728,39.647980122213596,145.3239900611068,0.999897197018332,3.313520198777864,0.38028029816679604,8.7,5
7.41738500299007,0.2826077504485105,0.253477000598014,11.778304979069512,0.05186997480564546,24.652299940198603,147.73922495514896,0.9975130749850497,3.094784499102979,0.5965302459634056,9.217385002990069,5
6.906870295195887,0.18833796125445199,0.40532963099643843,14.989972232473288,0.04070194372686983,29.467036900356156,124.73351845017808,0.9980723109962991,2.998365728781164,0.48100277675267117,9.573351845017807,5
6.547180922639201,0.3383085535835203,0.3271514776453192,1.7359046131960023,0.063471809226392,22.471809226392004,120.52819077360799,0.9940137082412952,3.2354894762227207,0.5030266458474404,9.4264095386804,5
7.2,0.16,0.26,7.1,0.054,41.0,224.0,0.9966,3.38,0.55,10.1,5
6.212277688966271,0.3049110755865083,0.32491107558650834,1.6542744917520213,0.049912792875733955,31.87722311033729,185.0,0.9928981871659457,3.264039004343848,0.4461388444831354,10.050889244134916,5
6.4,0.15,0.29,1.8,0.044,21.0,115.0,0.99166,3.1,0.38,10.2,5
6.4213669927471715,0.3892973458144231,0.2735707443638575,1.014244661831448,0.039,12.642925563614254,82.35707443638574,0.9923536377967058,3.212146278180713,0.4378345640072965,10.071319098217195,5
6.555919202707765,0.15552646378337887,0.29184215459445967,7.010529275667577,0.05788816159458447,17.592107729722983,102.70394613513851,0.9951967084297355,3.4319076110818574,0.40151299756800624,9.836843091889193,5
6.326812798937909,0.2964249601416121,0.21413151904411795,7.70893759964597,0.04882124800708061,47.089375996459694,184.1787519929194,0.9951989881576634,3.218212480070806,0.48536255978758175,9.464249601416121,5
7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,5
8.392402428550495,0.31694524428648185,0.26977207285651483,1.465653657140066,0.04365653657140066,35.664134142850166,137.9924024285505,0.994302174501407,3.123434634285993,0.47992402428550496,9.602279271434853,5
6.069957067430936,0.3165021466284532,0.16547209383010844,6.232296070296947,0.041874463342886706,34.17489266857734,190.34978533715469,0.9945923819354351,3.14950643988536,0.658787565997931,9.82510733142266,5
7.136305921219509,0.21267532909755815,0.5170707242682817,13.773881575609819,0.04591717102926873,47.63694078780491,156.0,0.9989726088792927,3.237451644219522,0.6565598678536693,8.954776315121963,5
7.2657718891794705,0.24102684332461585,0.4117114055410264,13.514429722948677,0.05010268433246159,41.102684332461585,177.96577188917948,0.9987353088705492,3.3634966589440998,0.438214746596927,9.68973156675384,5
6.8645236052522,0.25,0.31540182401521255,15.30160729606085,0.0486934549343475,39.83065450656525,170.322618026261,0.9981729047210505,3.20645236052522,0.460160729606085,9.283065450656526,5
7.185769426142469,0.2979711359369403,0.44882698494511525,7.106058066773066,0.06723460301097695,61.654807855118726,181.03557643464381,0.9959061637887886,3.128682664629817,0.3972596072440638,9.172596072440637,5
7.209533809280536,0.347383452320134,0.23463460734355773,16.845023100468474,0.05003548929118794,59.0,238.8691726160067,0.9997844393115795,3.0960751784802008,0.4545233095359732,8.832150356960403,5
8.260825262931025,0.30097936842672435,0.2888273683997836,4.8126926318696235,0.07513658947737084,27.362757894665947,165.2744842106681,0.9959225907366109,3.005199789453124,0.5262757894665945,9.572551578933188,5
6.4,0.21416795940075833,0.4149922435954499,7.511145584020223,0.0462503878202275,47.0,182.0,0.9956555417663919,3.223328162396967,0.46555727920101114,9.15557279201011,5
7.1926852648866575,0.24097552625404794,0.3402440527427137,7.219510525080959,0.0386341263009715,42.56097894983808,161.21951052508095,0.9940590224195955,3.077316789263763,0.3617069997653822,10.758538422410945,5
6.625452734801129,0.3287273632599435,0.2463631837002825,16.154356212684633,0.04538179102201695,30.97454726519887,146.94909453039773,0.9983151932281562,3.0782183085639208,0.5179637812159096,9.182183085639208,5
6.7,0.2422024122521197,0.3522024122521197,12.108914486546137,0.047136864072244405,63.77975877478803,205.22024122521196,0.9966762453989384,3.156607236756359,0.5,9.522024122521197,5
6.93427137777612,0.31743382814875637,0.2879966548144278,1.7797992888656666,0.05134271377776119,37.0,186.5430482963184,0.9929330453688776,3.248294794075125,0.5885762074079604,10.3,5
6.447378704026751,0.2886844676006688,0.2326310647986624,16.85984207093145,0.049210680560401274,48.43422338003344,160.1315532399331,0.9988527499185655,3.2401286225923087,0.48,9.28288830998328,5
7.895610193672521,0.21926836561208674,0.48809775059142546,3.810242881430786,0.042,26.0,104.9561019367252,0.993018583513453,3.0998536731224173,0.39117061502066125,10.485367312241735,5
6.247106545269381,0.3294213090538763,0.5094213090538763,6.405786909461237,0.04752893454730619,61.94213090538763,186.0,0.9948047106545269,3.1852893454730618,0.44528934547306187,9.6,5
6.527157144471366,0.270926428329295,0.46728428555286333,6.827157144471367,0.04718210713882158,59.364214277643164,183.54632141646476,0.9957323978617434,3.1981789286117843,0.45,9.354632141646475,5
6.7,0.29,0.45,14.3,0.054,30.0,181.0,0.99869,3.14,0.57,9.1,5
6.841686944228665,0.13033252223085337,0.3070843472114333,10.374939167314004,0.05658313055771334,63.74168694422867,162.0,0.9970266017784682,3.467161394500547,0.41516626111542665,9.270843472114333,5
7.188037950373538,0.2939769170632181,0.2690346244051729,19.055403951393682,0.05239769170632181,36.0,174.0,0.9995642498045546,3.1819307511896544,0.5,9.978384194425267,5
6.6220400348775845,0.3438979982561208,0.3402550043596981,3.4715848561299643,0.0429617493460453,13.59744995640302,84.59744995640303,0.9936830600523163,3.336357006103577,0.4745355091553659,10.519489991280604,5
6.427034661241129,0.23526161752458605,0.47473838247541394,1.4563953785011827,0.04751163028009461,18.0,86.78197689250591,0.9923639537850119,3.232412836676833,0.444738382475414,9.970639282739947,5
6.525934998676805,0.3103075834877061,0.3958021667107732,17.98345854591192,0.062191191690925254,68.06483749669201,205.58021667107732,1.0004026686274148,3.3403075834877063,0.615186999735361,9.206483749669202,5
7.383103311259421,0.3606044721463938,0.2737363147642625,1.5156592130893436,0.03874726295285251,10.0,67.0,0.9922313184261786,3.08,0.44469776392680305,10.879533541097954,5
7.760317136662401,0.23529104844501322,0.29058209689002645,5.047621475031994,0.04120634273324802,45.0,165.73544757774934,0.9929455038322379,2.9692593347787732,0.3907406652212269,11.433861894437335,5
6.3,0.4010515071112747,0.1759084318021783,0.9596566192581686,0.03180114460247277,24.900572301236387,98.29828309629085,0.9923910087773397,3.164971384938181,0.42,9.84799694567265,5
7.045610928804828,0.1861755628478069,0.39764887430438617,1.3389501640756554,0.04089810272502205,41.308778142390345,98.85266885434207,0.9913812527207843,3.1307366557282896,0.45,10.708778142390345,5
6.578228699511837,0.30346860985355106,0.43396412554691555,12.053452914843616,0.05033632287109037,62.31681614355452,162.68318385644548,0.9981702690583981,3.338903587470624,0.4368318385644548,8.831681614355453,5
6.646775162773502,0.26588708062044164,0.26080570854031504,8.546775162773502,0.04835483224817665,53.64516775182335,197.64516775182335,0.9955,3.237580871313817,0.4224191286861828,10.075808713138171,5
6.499575146286363,0.1376270657075935,0.3311439817748395,1.4411014964034758,0.047,21.47033832134492,100.94067664268984,0.9932233044892105,3.274703383213449,0.45059323357310166,10.064405985613902,5
6.918494557159755,0.26103203862718916,0.33787122707695827,1.0815054428402457,0.055561306281658965,36.55483671479263,104.55483671479263,0.9931385592528285,3.028838570035484,0.377053809988172,9.16301088568049,5
7.499618150702201,0.32984726028088046,0.4949427226053302,12.252100171137894,0.06539117295012732,59.75668236271148,181.501909246489,0.9979206109588764,2.9652100171137894,0.424675428096871,8.899618150702201,5
6.886564920016858,0.41,0.3306717539991571,10.039542140075861,0.043403052399494255,28.067175399915712,151.86564920016858,0.9968,3.2013435079983146,0.5193282460008429,9.379847380025288,5
7.13527672077508,0.373527672077508,0.3272595411266453,15.12419847042215,0.057647232792249196,27.59475191197231,173.5947519119723,0.9988746354971129,3.18,0.5183673661619382,9.416326338380617,5
6.6,0.26,0.22,18.15,0.05,23.0,139.0,0.99904,3.06,0.5,9.2,5
6.688081032652918,0.23880810326529184,0.334353406224572,10.951817676530933,0.06648688777549805,46.44040516326459,153.7202025816323,0.9968398987091839,3.0779797418367703,0.3939898709183852,8.94404051632646,5
7.589342126987132,0.36868425397426513,0.24877625713474208,2.6934212698713256,0.03802499587244481,19.0,112.68026380961398,0.9928131574602573,3.061973619038602,0.30598680951930113,10.168026380961397,5
6.926016684794404,0.2954020392526494,0.34,7.850046346651123,0.03794038931186943,34.14001853866045,177.14001853866046,0.9969872088985571,3.3201987022937685,0.4538031515722763,9.254020392526494,5
8.751737535521151,0.2951737535521152,0.2963683802634617,1.2791051407903848,0.034965249289576956,17.263683802634617,73.52736760526923,0.9924955257039519,3.201294549211924,0.519205063290962,10.77363161973654,5
6.6,0.28,0.42,8.2,0.044,60.0,196.0,0.99562,3.14,0.48,9.4,5
6.428504674465501,0.44302278067769063,0.27179322412263124,1.2071261686163752,0.05862412385235969,25.732184578459062,171.6609228922953,0.994022161214522,3.2916209108914902,0.531965537353772,8.93390771077047,5
6.350438396336958,0.19498538678876806,0.31014613211231956,1.6247808018315206,0.08572881084371367,39.247808018315204,160.7492693394384,0.9924,3.422448853760688,0.6073465612820645,11.02507306605616,5
6.163309806335745,0.37136627112995735,0.19338038732851048,5.313662711299573,0.05363309806335745,7.467607746570209,95.89929419007234,0.994654599188406,3.2297113679620852,0.4889929419007234,9.593521549314042,5
7.7482821550414815,0.2868414927659012,0.5757443994820247,14.086257240331852,0.0399198339019358,54.0,170.49427385013828,0.9983459916950969,3.044484646512444,0.5201145229972346,8.94828215504148,5
6.685341124364119,0.40719883134538204,0.2068070119277079,13.461393713821929,0.043573294378179396,26.853411243641197,159.7068224872824,0.9981808420715663,3.2101306064725583,0.499869393527442,9.04267056218206,5
6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.9955,3.18,0.48,9.5,5
6.744819651703927,0.25043815015490245,0.4719716756970609,11.295618498450976,0.04436056648605878,49.80876300309805,147.0,0.9959846187244612,3.1391236996901952,0.4002190750774512,9.950798846747048,5
8.026903832752177,0.2983270898348584,0.4191635449174292,1.3687265868807188,0.04354182275412854,11.0,125.54182275412855,0.9932667602757155,3.1998189819724945,0.4522908862293573,10.414544311467866,5
6.748646877415894,0.39935567285391754,0.5822873791572594,7.833054089326031,0.11039497360786857,47.84407211910138,200.73389182134792,0.9963644265168204,3.1129317063033417,0.4890850483370962,9.284407211910137,5
5.176935688280625,0.46137402184427523,0.1730807064841874,1.1584514493755003,0.01997001267339873,60.399672104703754,101.06161412968375,0.9884120721369652,3.3449291303746995,0.377077427531225,12.686095833909127,5
6.233098258149424,0.28041372822686783,0.43455101049554573,12.904842507820408,0.03928960975880746,63.793135886566105,233.04137282268678,0.9974148331007162,3.0787588153193965,0.3895157492179593,8.924823693612067,5
6.2106225524073775,0.33078145396605185,0.2787178933425823,17.6032977712502,0.050737483682715856,32.44688723796311,183.4468872379631,0.9992935655186976,3.123687418413579,0.6026251631728414,9.263125815864209,5
7.163865215768957,0.24722695684620863,0.3481303264519847,1.145168480288804,0.04545168480288804,3.090336960577608,64.0903369605776,0.9914951278348476,3.2336134784231043,0.5063865215768957,11.336764127595675,5
6.368704222339356,0.2908394370214191,0.2518338001054208,7.722901407446452,0.04854197185107096,47.22901407446452,184.45802814892903,0.9952911492891466,3.21541971851071,0.49374084446787125,9.408394370214191,5
8.51810035357509,0.2652225206252136,0.4524925324110499,6.1,0.03152225206252136,12.795250883937726,40.93175029464591,0.9929617801650017,2.883175029464591,0.3522849469637365,10.9,5
6.358426220453335,0.37561788260315176,0.2909549917664244,5.148876302789091,0.04757865880476361,15.837078990703029,118.83707899070303,0.9943620220515282,3.1483707899070303,0.39859552934921205,9.265168403718787,5
6.493964622549929,0.28562806603642754,0.4681893867649789,12.29347405672152,0.045185966981786216,64.68841981092827,229.56280660364277,0.9973311580189071,3.0462316037814348,0.529445518837834,9.125122641457104,5
7.716897264541617,0.30084486322708087,0.4031027354583828,14.215513677291915,0.04525345896812426,45.08448632270809,212.91551367729193,0.9991270356232665,3.204501033585345,0.6266205470916766,9.267589058166468,5
8.454452577795049,0.19329197166731432,0.37835401416634284,1.4227737111024754,0.03412627705531808,21.113868555512376,92.7215328611219,0.9926516350255473,3.1832919716673147,0.3922773711102475,11.221532861121906,5
6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,3.19,0.7,10.4,5
7.26221824941515,0.3259445437646213,0.19520796088267028,6.092157867936839,0.09136395344700382,27.050693202942234,165.89861359411555,0.9949052598415916,2.9147010288532478,0.49506932029422346,9.510138640588448,5
7.6,0.3,0.37,1.6,0.087,27.0,177.0,0.99438,3.09,0.5,9.8,5
6.0724521619237795,0.26540869365396336,0.24908173873079267,1.8505043698064036,0.04090817387307927,9.045913063460366,108.95408693653964,0.9928784208601736,3.0891826126920736,0.5381634774615853,9.045913063460366,5
7.4,0.38459994890315174,0.23135001277421208,6.864998722578793,0.03421501149679086,28.864998722578793,125.59499616773638,0.9938703987736757,3.14,0.4227000255484241,10.608001021936966,5
7.7,0.28,0.35,15.3,0.056,31.0,117.0,0.9998,3.27,0.5,9.6,5
7.2570798998470245,0.26,0.3409733667176585,17.553761893943026,0.07563275210584196,32.730088777607804,139.5398224447844,1.0002902663328235,3.1538053266564683,0.4169911222392195,8.934955611196099,5
6.4,0.46150393052729516,0.06539842778908193,1.0539842778908195,0.03,9.539842778908193,131.0,0.9904539842778908,2.97,0.2846015722109181,10.8,5
6.783798612210841,0.33513958366325247,0.44,6.616201387789158,0.05232402775578317,28.162013877891585,156.64805551156633,0.9954513958366326,3.1237986122108414,0.41486041633674753,9.6,5
5.942623305720961,0.4861200845054148,0.05863402568528392,1.439617584922489,0.03173223728248035,40.31694067937991,106.36611864124018,0.9893448091532775,3.2362294490465064,0.36584703396899565,12.241529660310043,5
7.862097268492025,0.566994197808076,0.4208174913697659,5.353922354794367,0.033225435164394294,15.153592150685443,118.15359215068544,0.99520954573315,3.1415359215068546,0.350751450547981,9.538563139725822,5
5.9,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,5
6.0,0.28,0.25,1.8,0.042,8.0,108.0,0.9929,3.08,0.55,9.0,5
7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,5
7.121661039570407,0.5571084649108263,0.37195592665090016,1.7371186543501849,0.05638169540880887,29.52576269129963,133.47423730870037,0.9923583797181871,3.1836067767819483,0.5463932232180517,10.798949113469298,5
7.165561626795577,0.2351013971270773,0.5649726794199049,1.2688767464088466,0.09139235023757339,39.278081339778836,97.68876746408847,0.9922374960574033,3.0642355789502687,0.4672191866022117,10.021177894751343,5
7.1945379516597345,0.3418767871092625,0.29358526123100315,13.423531323236281,0.047296919677731565,59.0,237.89075903319468,0.9981692728100552,3.1018767871092625,0.506246425781475,9.110924096680531,5
6.9476761303640515,0.27936032246966236,0.5542429022269615,6.031983876516881,0.042540729056674276,36.23838065182026,157.41279355060675,0.9953255871012135,3.3008145811334857,0.42697651595145986,9.776161934817974,5
8.35738832453343,0.22245818953421514,0.28524627748444764,4.262313874222382,0.0330162656552878,33.4098510993779,120.5901489006221,0.9926767147717706,3.010817868074651,0.49065521152177327,10.934432994720057,5
7.117943269921786,0.41170862990558627,0.2719657211653631,11.524799036849167,0.047794858174804465,57.0,205.0,0.9974880342788347,3.211880024078771,0.43393144233072617,9.420514182519554,5
8.110477730858303,0.24056496640372443,0.27701592436194344,3.850796218097172,0.035814585716939226,33.08063697447774,120.91936302552226,0.9928199229161022,3.0503235630626717,0.5021777058932791,10.786286638514982,5
5.2531533872587355,0.2629086797628358,0.23987134334805088,1.475933410369622,0.04601286566519491,19.924066589630378,77.0,0.9901489581409764,3.3146846612741263,0.6093693225482529,11.36203329481519,5
5.901094947302644,0.20622122752631658,0.3407776534407896,1.1944133601973927,0.0344556425914473,39.61117327960522,86.38882672039479,0.9899525519497828,3.458006714197363,0.4130011190328938,11.731106137631581,5
5.899766060937423,0.3695789096873599,0.10032751468760896,1.5992981828122665,0.056969587921864885,38.99766060937422,128.0,0.9924028540565634,3.2412398770316626,0.4802807268750934,10.101169695312889,5
7.0064601223585825,0.19838496941035433,0.7286947858724803,0.8323006117929136,0.043967699388207084,19.06460122358583,162.87079755282835,0.9931549110400479,3.4619380367075747,0.5280619632924252,10.193539877641417,5
5.997898472576646,0.20078807278375774,0.2394746181441615,5.298423854432484,0.07484763926180683,48.99474618144161,200.98423854432485,0.994654956334184,3.2104728436702548,0.43147106919634776,9.504203054846707,5
6.19278437141237,0.2503093746013745,0.279381250797251,1.7061874920274898,0.044896906253986256,21.484531269931274,61.20618749202749,0.9921752593682234,3.2790718761958764,0.5245359380979383,10.276287504783506,5
6.86627380225694,0.2503354490895057,0.43921124249807036,12.36627380225694,0.04688757934085647,58.629193113618825,131.25838622723765,0.9963445693634906,3.1244968263657413,0.36258386227237643,10.139347230700237,5
7.876346553996875,0.3677027899273295,0.49489779820853685,13.844581510900568,0.051807430251816756,33.748296636808945,256.57770924454974,0.999387491931722,2.980068134527642,0.6130402352543466,8.638513949636648,5
5.818950607117941,0.2611370364270765,0.24227407285415292,9.15830866434053,0.05036740399162823,55.18950607117941,151.92419757152823,0.9960886296357292,3.3020407450104647,0.38075802428471767,9.396209878576412,5
7.46402169406697,0.31359783059330304,0.2827017626429413,3.2759240707656065,0.0564993220604072,28.0,208.4199728824163,0.9950476543068715,3.2992955255986876,0.6567989152966516,9.674008135275114,5
6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2,5
5.965918932138289,0.25829594660691446,0.34511216017925667,6.2,0.06312780400448141,41.0,188.4360979977593,0.9959943486896287,3.1852130066741355,0.46308293993277877,9.478027022446803,5
7.560693648303529,0.1769364169489747,0.35040462542346207,1.6037572478761315,0.03630057817793276,13.086705211862183,102.0,0.9920982659288059,3.069942198728302,0.7261271661020506,10.88728322457916,5
7.233463365596856,0.3374902475802358,0.30501950483952833,8.34562203090511,0.05074902475802358,40.04182920699607,167.08365841399214,0.9974905635163865,3.4670329458312183,0.6120524506707468,9.737646286296462,5
7.5,0.22550354483674087,0.6441607586054319,10.358392413945682,0.043550354483674086,51.483215172108636,152.51678482789137,0.9978455697447924,3.1285910138129385,0.44483215172108637,8.824160758605432,5
6.608315184399721,0.3168052530733287,0.25054708605320336,6.383369631200557,0.044249455531991645,7.555797541337047,127.08315184399721,0.9950699782212796,3.0302626536664343,0.4702844323867688,8.908315184399722,5
6.224096415446115,0.33,0.19240964154461151,5.64819283089223,0.0415180716910777,22.4819283089223,143.24096415446115,0.99425,3.15,0.63,9.9,5
7.720717336581489,0.19448206658546277,0.4568923995127766,1.272410332927314,0.035966140073083505,7.448206658546277,96.17230998781942,0.992324203674381,3.0931076004872233,0.5924103329273138,10.824103329273138,5
6.581384210105257,0.34451073680842054,0.3638186317557922,9.117661052126309,0.05572553684042103,52.72553684042103,164.72553684042103,0.9951702147361684,3.1471598946273667,0.4582338947873692,9.745107368084206,5
7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,5
6.4,0.4725840953159006,0.06096636187363975,1.0096636187363974,0.03,9.096636187363975,131.0,0.9904096636187364,2.97,0.28903363812636024,10.8,5
6.6526654433820145,0.21826680647062693,0.4118001572794553,1.1676667540441417,0.06646021494858889,29.293329838234328,105.0,0.9910954030931626,3.1524002097059403,0.42593356051476877,10.940664394852313,5
6.806824788543075,0.2784094873125845,0.3492047436562923,1.3386350422913849,0.0424545983083446,24.079525634370775,184.0,0.9926631926532107,3.2286350422913848,0.45079525634370776,10.270445296039695,5
6.815478741997612,0.24,0.315159580665871,18.274202096670646,0.046,39.94840419334129,142.15478741997612,0.9999896808386682,3.301031916133174,0.40896808386682576,8.7,5
6.595123803174941,0.3566991746455004,0.5436909211005043,14.438859689735066,0.041689422251850274,42.0,115.33008253544996,0.997938634664889,3.1136909211005044,0.5066991746455004,9.066016507089993,5
7.46025110606091,0.406025110606091,0.24059970505042405,14.83533235016808,0.0543974889393909,27.9558345622899,173.9558345622899,0.9989685169861954,3.18,0.493091580639707,9.669084193602929,5
6.099951613151117,0.2688215370121048,0.17588263756969932,1.7647428840609103,0.04670611005575945,21.58826375696993,144.58826375696992,0.9924693841557392,3.1947090132666927,0.4352958254181959,10.011784629878951,5
7.000517200347332,0.2799806049869751,0.28005818503907487,1.399741399826334,0.03900258600173666,11.99870699913167,82.9980604986975,0.9917297090748046,3.1799353499565837,0.6498254448827754,11.10019395013025,5
5.822322632574871,0.2710483546407051,0.2644645265149744,6.877677367425128,0.04610935392993974,43.44419341856282,153.44419341856283,0.9942116131628743,3.483416171874269,0.4333483948862308,10.555580658143718,5
8.079468870110533,0.21107159527674668,0.44258891062732003,3.0642957166048,0.04446420236162667,17.946420236162666,109.47321011808134,0.9946526789881919,3.2299099224354535,0.48741108937268,9.794642023616266,5
6.1,0.36,0.58,15.0,0.044,42.0,115.0,0.9978,3.15,0.51,9.0,5
7.227686452728121,0.26048883839369896,0.34,7.704888383936989,0.04812052257878646,29.0,151.75895484242707,0.9962723135472719,3.1144627094543758,0.5363843226364061,9.012052257878647,5
6.626897632854171,0.20924094685833128,0.3377228405749938,15.104126038604111,0.03849669227104234,66.57259758520921,151.92409468583313,0.9981944724878854,3.0468976328541717,0.3919307101437485,9.407590531416687,5
6.6459207777714955,0.22962995138928152,0.3195542041650176,1.2577797083356892,0.05277039611114252,37.42220291664311,127.19259902778563,0.9933577797083357,3.0554079222228503,0.5226660874992933,9.122960388885748,5
6.4,0.24,0.28884717978752716,11.411528202124728,0.050884717978752714,32.23056404249457,165.65415393625815,0.9968115282021247,3.31,0.45,9.5,5
6.957823734026949,0.3908183222889309,0.18448743729489986,1.0421762659730514,0.0461223038335323,37.73471202080846,105.73471202080846,0.9930716996521541,3.1114298414565926,0.3495233861811359,9.084352531946102,5
7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,5
6.868583912556287,0.26314160874437137,0.29332194636087494,5.998025819248088,0.06164635551052463,20.25493545187978,89.23519364436066,0.9945623006950675,3.182746772593989,0.7186180734736618,9.82746772593989,5
6.567070431212115,0.30493943531818274,0.2906699555100993,4.60242258727269,0.1629750253252512,60.0,166.32929568787884,0.9944101061533233,3.173414086242423,0.47274413073232374,9.46585913757577,5
6.8,0.27,0.22,17.8,0.034,16.0,116.0,0.9989,3.07,0.53,9.2,5
6.855130847857662,0.2626921491285403,0.36984004750363114,1.5477565423928832,0.05508973830428467,16.044869152142336,142.43269627178648,0.9923208350511075,3.2017947660856936,0.4125321966321714,10.604486915214233,5
7.415637320500658,0.35421813397496715,0.2822273325312911,8.63981602887352,0.04515637320500658,26.066360048122533,191.6445466506258,0.9958109066987484,3.0801905383059953,0.5197634689123849,10.295729306063897,5
6.779866119645417,0.28098995897340634,0.3889765709379481,15.250502051329685,0.05414849384601094,56.349832649556774,196.65016735044324,0.9996303681709751,3.332575307699453,0.44798661196454176,9.590100410265936,5
6.818818349674383,0.33341357761396573,0.2771772475488425,1.6,0.042729394498914615,17.635302750542696,101.0,0.9929565644085021,3.2175273398697533,0.4537636699348767,10.317651375271348,5
7.263593683597891,0.19271873671957834,0.36347133313933233,1.431796841798946,0.04445155785185241,7.80338597001757,55.56067719400352,0.9939066040692769,3.301843789841265,0.45,9.768203158201054,5
7.9443185651532255,0.3806442332841399,0.37140175793037644,1.4632566813091397,0.043746195510026877,21.962123767688173,126.51893811615591,0.9935924247535376,3.178863713030645,0.4303787623231183,10.381061883844087,5
6.080501150433704,0.2688499835652328,0.27769996713046563,4.719498849566296,0.06415001643476718,31.575008217383594,201.11500164347672,0.9963079986852186,3.6451493590440798,0.7053999342609312,9.94249917826164,5
